585	校	27927	78.3429696523	jiao4/xiao4	proofread/to check/to compare, school
586	甚	27838	78.3748758146	shen4	very/extremely/more (than)
587	查	27730	78.4066581942	cha2/zha1	to research/to check/to investigate/to examine/to refer to/to search, (surname)
588	土	27729	78.4384394276	tu3	earth/dust
589	怀	27669	78.4701518928	huai2	to think of/to cherish/mind/heart/bosom
590	福	27649	78.5018414353	fu2	good fortune
591	单	27641	78.5335218087	chan2/dan1/shan4	chieftain, bill/list/form/single/only/sole, (surname)
592	联	27566	78.5651162218	lian2	to ally/to unite/to join
593	赶	27537	78.5966773969	gan3	to catch up/to overtake/to hurry/to rush/to drive away
594	背	27481	78.6281743884	bei1/bei4	carry on one's back, to be burdened/to carry on the back or shoulder, learn by heart/the back of the body
595	统	27477	78.6596667953	tong3	to gather/to unite/to unify/whole
596	喝	27473	78.6911546176	he1/he4	my goodness/to drink, shout applause
597	疑	27364	78.7225175111	yi2	to doubt/to misbelieve/to suspect
598	支	27320	78.7538299744	zhi1	(a measure word)/to support/to sustain/to erect/to raise/branch/division/to draw money
599	血	27167	78.7849670789	xie3/xue4	blood, blood
600	饭	27145	78.8160789683	fan4	food/cuisine/cooked rice/meal
601	灵	27066	78.8471003129	ling2	alert/departed soul/efficacious/quick/effective/intelligence
602	够	27012	78.8780597661	gou4	to reach/to be enough
603	章	26973	78.9089745199	zhang1	(surname)/chapter/seal/section
604	群	26869	78.9397700755	qun2	crowd/flock/group
605	威	26849	78.9705427084	wei1	power/might/prestige
606	举	26841	79.0013061721	ju3	to lift/to hold up/to cite/to enumerate/to act/to raise/to choose/to elect
607	兰	26803	79.0320260827	lan2	orchid
608	游	26793	79.0627345319	you2	to walk/to tour/to roam/to swim/to travel, to roam/travel
609	器	26763	79.0934085969	qi4	device/tool/utensil
610	察	26718	79.1240310858	cha2	examine/inquire/observe/inspect/look into/to examine
611	嘴	26648	79.1545733452	zui3	mouth
612	痛	26592	79.1850514208	tong4	ache/pain/sorrow
613	铁	26515	79.2154412439	tie3	iron
614	掉	26439	79.2457439606	diao4	to drop/to fall
615	宝	26432	79.2760386543	bao3	a jewel or gem/a treasure/precious
616	历	26419	79.3063184482	li4	calendar, to experience/to undergo/to pass through/all/each/every/calendar
617	改	26268	79.3364251755	gai3	to change/to alter/to transform/to correct
618	推	26206	79.3664608422	tui1	push/refuse (responsibility)/shove
619	枪	26165	79.3964495174	qiang1	gun/firearm/rifle/spear, rifle/spear
620	念	26084	79.4263453554	nian4	read aloud, to read aloud
621	参	26060	79.4562136862	can1/shen1	take part in/participate/join/attend/to join/unequal/varied/irregular/to counsel/uneven/not uniform, ginseng
622	术	25980	79.4859903259	shu4/zhu2	method/technique, Atractylis lancea var. ovata
623	帮	25942	79.5157234125	bang1	to assist/to support/to help/group/gang/party
624	党	25941	79.545455353	dang3	party, party/association/club/society
625	据	25863	79.5750978947	ju1/ju4	sickness of hand, act in accordance with/seize, according to/to act in accordance with/to depend on/to seize/to occupy
626	品	25767	79.6046304073	pin3	conduct/grade/thing/product/good
627	须	25762	79.6341571892	xu1	beard/necessary/must, beard/mustache
628	居	25656	79.6635624806	ju1	reside
629	称	25650	79.6929608952	chen4/cheng1/cheng4	balanced/to fit/well-off/suitable, to call/to praise/to weigh/to estimate/to consider/to call/to address/to name/to say/commend, steelyard
630	旁	25583	79.7222825186	pang2	beside/one side/other/side/self
631	退	25582	79.7516029958	tui4	retreat/to decline/to move back/to withdraw
632	梦	25559	79.7808971119	meng4	to dream
633	科	25504	79.8101281905	ke1	branch of study/administrative section/division/field/branch/stage directions/family (taxonomy)/rules/laws/to mete out (punishment)/to levy (taxes, etc.)/to fine somebody
634	岁	25480	79.8393317618	sui4	year/years old/(a measure word)
635	低	25455	79.8685066796	di1	to lower (one's head)/to let droop/to hang down/low/to incline/beneath/low
636	严	25450	79.8976758668	yan2	(air or water) tight/stern/serious/strict/severe
637	引	25362	79.9267441939	yin3	to lead/to divert (water)/to guide
638	吉	25323	79.9557678217	ji2	lucky
639	睡	25277	79.9847387271	shui4	to sleep
640	爸	25239	80.0136660794	ba4	father/dad/pa/papa
641	呼	25232	80.0425854087	hu1	to call/to cry/to shout/to breath out/to exhale
642	追	25172	80.0714359697	zhui1	pursue (a problem)/to chase
643	局	25001	80.1000905414	ju2	narrow, (a measure word used for games) set or round office/situation/office
644	露	24824	80.1285422468	lu4/lou4	to show/to reveal/to expos/dew
645	维	24727	80.1568827769	wei2	to preserve/to maintain/to hold together/dimension
646	苏	24681	80.1851705847	su1	loquacious/nag, revive, (plant)/place name/revive
647	证	24679	80.2134561002	zheng4	prove, confirm, verify/proof, certificate/proof/to prove/to demonstrate/to confirm/certificate/proof
648	村	24677	80.2417393234	cun1	village
649	挥	24673	80.2700179621	hui1	scatter/wield/wipe away
650	独	24667	80.298289724	du2	alone/independent/single/sole/only
651	节	24640	80.3265305402	jie2/jie1	festival/section/segment/point/part/to economize/to save/temperate
652	谢	24553	80.3546716425	xie4	(surname)/to thank
653	香	24347	80.3825766405	xiang1	fragrant/incense/(of food) savory/appetizing/sweet/scented/popular
654	亚	24335	80.4104678849	ya4	Asia/Asian/second/next to/inferior
655	波	24263	80.4382766074	bo1	wave/ripple/storm/surge
656	角	24229	80.4660463613	jiao3/jue2	angle/horn/horn-shaped, Chinese musical note/angle/horn
657	案	24218	80.4938035076	an4	(legal) case/incident/record/file/table
658	读	24208	80.5215491926	dou4/du2	comma/phrase marked by pause, to read/to study
659	图	24189	80.549273101	tu2	diagram/to plan/picture/drawing/chart
660	左	24181	80.5769878403	zuo3	left
661	掌	24174	80.6046945566	zhang3	in charge of/palm of hand
662	假	24165	80.6323909577	jia3/jia4	fake/false/artificial/to borrow/if/suppose, vacation
663	跳	24161	80.6600827742	tiao4	jump/hop/skip (a grade)/to leap/to bounce/to beat
664	究	23982	80.6875694323	jiu1	after all/to investigate/to study carefully
665	楚	23960	80.7150308753	chu3	(surname)/ancient place name/distinct/clear/orderly/pain/suffering/(a surname)
666	余	23830	80.7423433205	yu2	extra/surplus/remaining/after/I/me
667	鬼	23805	80.7696271122	gui3	ghost/sly/crafty
668	钟	23803	80.7969086117	zhong1	clock/time as measured in hours and minutes/bell
669	座	23759	80.8241396812	zuo4	seat/base/stand/measure word for large, solid things
670	礼	23751	80.8513615816	li3	gift/propriety/rite
671	展	23740	80.8785708744	zhan3	to use/to spread out/to postpone/to unfold
672	玉	23730	80.9057687059	yu4	jade
673	肯	23720	80.932955076	ken3	to agree/to consent/to be ready (to do sth)/willing
674	既	23686	80.9601024775	ji4	already/since/both... (and...)
675	止	23647	80.9872051796	zhi3	to stop/toe
676	守	23642	81.014302151	shou3	to guard
677	广	23473	81.0412054253	guang3	wide/numerous/to spread
678	考	23473	81.0681086996	kao3	to check/to verify/to test/to examine
679	恩	23457	81.0949936357	en1	kind act (from above)
680	异	23420	81.1218361647	yi4	(interj.)/raise/to stop, different/unusual/strange
681	料	23409	81.1486660862	liao4	material/stuff/grain/feed/to expect/to anticipate/to guess
682	段	23401	81.1754868386	duan4	(surname)/paragraph/section/segment
683	尼	23397	81.2023030065	ni2	Buddhist nun/(often used in phonetic spellings)
684	画	23331	81.2290435293	hua4	draw/picture/painting
685	续	23279	81.255724453	xu4	continue/replenish
686	米	23278	81.2824042305	mi3	(measure word) meter/rice
687	草	23262	81.3090656699	cao3	grass/straw/draft (of a document)/careless/rough/manuscript/hasty
688	胜	23226	81.3356858483	sheng1/sheng4	(also sheng4) able to do/competent enough to, peptide, victorious
689	存	23102	81.3621639058	cun2	exist/deposit/store/keep/survive
690	唐	23066	81.3886007023	tang2	Tang dynasty (618-907)
691	医	22964	81.4149205928	yi1	medical/medicine/doctor/to cure/to treat
692	程	22893	81.4411591076	cheng2	rule/order/regulations/formula/journey/procedure/sequence/a surname
693	弹	22887	81.4673907456	dan4/tan2	crossball/bullet/shot/shell/ball, impeach/to pluck a string/to play (a stringed musical instrument with fingers)
694	烟	22795	81.493516939	yan1	cigarette/tobacco/smoke
695	商	22786	81.5196328171	shang1	commerce/consult
696	顾	22780	81.5457418184	gu4	look after/take into consideration/to attend to
697	招	22667	81.5717213063	zhao1	provoke/to recruit
698	宗	22667	81.5977007941	zong1	school/sect/purpose/model/ancestor/family
699	堂	22662	81.6236745513	tang2	(main) hall/large room
700	野	22636	81.6496185089	ye3	field/plain/open space/limit/boundary/rude/wild
701	初	22574	81.675491406	chu1	at first/(at the) beginning/first/junior/basic
702	府	22544	81.7013299189	fu3	prefecture/mansion
703	激	22497	81.7271145635	ji1	to arouse/to incite/to excite/to stimulate/sharp/fierce/violent
704	雨	22386	81.7527719868	yu3	rain
705	尚	22359	81.7783984645	shang4	still/yet/to value/to esteem
706	渐	22353	81.8040180653	jian1/jian4	imbue, gradual/gradually
707	诗	22318	81.8295975513	shi1	poem/poetry/verse
708	顿	22305	81.8551621375	dun4	a time/jerk/stop/meal/bout/spell/(measure for beating)
709	伯	22208	81.8806155485	bo2	father's elder brother/senior/paternal elder uncle/eldest of brothers/respectful form of address
710	孙	22177	81.9060334292	sun1	grandson
711	际	22169	81.9314421408	ji4	border/edge/boundary/between/among/interval/while
712	沙	22144	81.956822199	sha1	granule/hoarse/raspy/sand/powder
713	雪	22077	81.9821254659	xue3	snow
714	板	22068	82.0074184177	ban3	board/plank/plate/slab, boss
715	闻	22037	82.0326758392	wen2	(surname)/hear/sniff at
716	导	22033	82.0579286762	dao3	to transmit/to lead/to guide/to conduct/to direct
717	致	22028	82.0831757825	zhi4	fine and close, to send/to devote/to deliver/to cause/to convey
718	护	21868	82.1082395068	hu4	protect
719	春	21841	82.1332722855	chun1	spring (time)/gay/joyful/youthful/love/lust/life
720	态	21804	82.1582626571	tai4	attitude
721	基	21766	82.1832094755	ji1	base/foundation/basic/radical (chem.)
722	设	21757	82.2081459786	she4	to set up/to arrange/to establish/to found/to display
723	耳	21755	82.2330801895	er3	ear
724	简	21736	82.2579926238	jian3	simple
725	婚	21712	82.2828775507	hun1	to marry/marriage/wedding/to take a wife
726	幸	21644	82.3076845404	xing4	lucky, fortunate/lucky
727	味	21617	82.3324605844	wei4	taste
728	右	21597	82.3572137056	you4	right (-hand)
729	买	21586	82.3819542193	mai3	buy
730	演	21553	82.4066569105	yan3	to develop/to evolve/to practice/to perform/to play/to act
731	权	21531	82.4313343867	quan2	authority/power/right
732	卡	21453	82.4559224642	ka3/qia3	to check/to stop/to block/card, customs station/to be choked/to fasten/to clip/to wedge/checkpost
733	继	21446	82.4805025187	ji4	to continue/to follow after/then/afterwards/to go on with/to succeed/to inherit
734	依	21433	82.5050676735	yi1	according to/depend on/near to
735	恶	21404	82.5295995903	e3/e4/wu4	nauseated, evil, to hate/to loathe
736	庄	21387	82.5541120227	zhuang1	farm/village
737	炮	21305	82.5785304719	pao4	cannon/gun/firecracker, gun/cannon
738	亦	21194	82.6028216999	yi4	also
739	虎	21148	82.6270602056	hu3	tiger
740	州	21059	82.6511967052	zhou1	(United States) state/province/sub-prefecture
741	刀	21018	82.6752862131	dao1	knife
742	球	21009	82.6993654057	qiu2	ball/sphere
743	需	20969	82.7233987529	xu1	to require/to need/to want/necessity/need
744	兄	20945	82.7474045928	xiong1	elder brother
745	闪	20923	82.7713852176	shan3	flash/lightning
746	笔	20909	82.7953497966	bi3	pen/pencil/writing brush/to write or compose/the strokes of Chinese characters
747	否	20901	82.8193052065	fou3/pi3	to negate/to deny/not, clogged/evil
748	烈	20816	82.8431631947	lie4	ardent/intense/split/crack/rend
749	玩	20809	82.8670131599	wan2/wan4	curios/antiques/to play/to amuse oneself, curios/antiques
750	啦	20807	82.8908608329	la1/la	(onomat.)/(phonetic), (an auxiliary word performing the grammatical functions of mood)/fusion of le + a
751	逃	20798	82.9146981907	tao2	to escape/to run away/to flee
752	排	20751	82.93848168	pai2/pai3	a platoon/line up, row of logs or boards
753	仅	20739	82.9622514156	jin3	barely/only/merely
754	弄	20702	82.9859787442	long4/nong4	lane/alley, to do/to manage/to handle/to play with/to fool with/to mess with/to fix/to toy with
755	具	20644	83.0096395969	ju4	tool/device/utensil/equipment/instrument
756	散	20630	83.0332844036	san3/san4	leisurely/loosen/powdered medicine/to scatter/to come loose, adjourn/scatter
757	默	20614	83.0569108721	mo4	silent/write from memory
758	景	20612	83.0805350484	jing3	bright/circumstance/scenery
759	顶	20597	83.1041420326	ding3	go against/most/peak/top/to replace/to substitute/a measure word (use with "hat")
760	郑	20591	83.12774214	zheng4	(surname)
761	洋	20583	83.1513330783	yang2	foreign/ocean
762	丝	20567	83.1749056784	si1	silk/thread/trace
763	卫	20503	83.1984049257	wei4	to guard/to protect/to defend/(surname)
764	速	20444	83.2218365509	su4	fast/rapid/quick
765	侠	20427	83.2452486918	xia2	heroic
766	差	20363	83.26858748	cha1/cha4/chai1/ci1	difference/discrepancy/to differ/error/to err/to make a mistake, differ from/short of/to lack/poor, send/a messenger/a mission/to commission, uneven
767	贵	20343	83.2919033454	gui4	expensive/noble/your (name)/precious
768	君	20343	83.3152192108	jun1	monarch/lord/gentleman/ruler
769	习	20312	83.338499546	xi2	to practice/to study/habit
770	妇	20306	83.3617730043	fu4	woman
771	助	20287	83.385024686	zhu4	to help/to assist
772	恐	20237	83.4082190609	kong3	afraid/frightened/to fear
773	救	20181	83.4313492521	jiu4	to save/to assist/to rescue
774	湖	20128	83.454418698	hu2	lake
775	莫	20003	83.4773448769	mo4	do not/there is none who
776	窗	20002	83.5002699095	chuang1	shutter/window
777	险	19998	83.5231903577	xian3	danger (ous)/rugged
778	顺	19983	83.5460936137	shun4	to obey/to follow/to arrange/to make reasonable/along/favorable
779	封	19896	83.5688971559	feng1	to confer/to grant/to seal/(a measure word)
780	佛	19870	83.5916708985	fo2/fu2	Buddha/Buddhism, seemingly
781	委	19870	83.6144446411	wei1/wei3	crooked, give up/indeed/to commission
782	旧	19865	83.637212653	jiu4	old (opposite of new)/former
783	印	19786	83.6598901201	yin4	stamp/seal/mark/print/India (abbrev.)
784	伙	19775	83.6825549796	huo3	assistant/furniture/partner
785	妹	19775	83.7052198392	mei4	younger sister
786	副	19742	83.7278468763	fu4	secondary/auxiliary/deputy/assistant/vice-/(measure word for a pair)
787	宫	19735	83.7504658904	gong1	palace
788	洞	19722	83.7730700047	dong4	cave/hole
789	永	19670	83.7956145199	yong3	forever/always/perpetual (ly)
790	罪	19653	83.8181395507	zui4	guilt/crime/fault/blame/sin
791	松	19648	83.8406588509	song1	loose/pine, loose
792	责	19549	83.8630646835	ze2	duty/responsibility/to reproach/to blame
793	组	19545	83.8854659316	zu3	to form/compose/make up/group/to organize/cord
794	防	19524	83.9078431108	fang2	to protect/to defend/to guard (against)
795	艺	19503	83.9301962211	yi4	skill/art
796	营	19481	83.9525241164	ying2	army/to deal in/to trade/to operate/to run/camp/nourishment/to manage
797	班	19453	83.9748199198	ban1	team/class/rank/squad/a work shift/a measure word/(a surname)
798	试	19442	83.9971031158	shi4	to test/to try/experiment/examination/test
799	鲁	19338	84.0192671135	lu3	crass/place name
800	宋	19292	84.0413783889	song4	(surname)/name of a dynasty
801	靠	19224	84.0634117269	kao4	depend upon/lean on/near/by/against/to support
802	索	19210	84.0854290191	suo3	to search/to demand/to ask/to exact/large rope/isolated
803	灯	19195	84.1074291192	deng1	lamp/light
804	介	19188	84.1294211963	jie4	introduce/lie between/between
805	翻	19187	84.1514121273	fan1	flit about/translate/turn over
806	喊	19173	84.1733870124	han3	call/cry/to shout
807	纪	19159	84.1953458516	ji4	discipline/age/era/period/order/record
808	秘	19106	84.2172439455	mi4	secret
809	妻	19084	84.2391168244	qi1/qi4	wife, to marry off (a daughter)
810	纸	19052	84.2609530269	zhi3	paper
811	银	19050	84.2827869372	yin2	silver
812	略	18993	84.3045555176	lue4	plan/strategy/outline/summary/slightly/rather/to rob/to plunder/to summarize
813	充	18992	84.3263229519	chong1	fill/satisfy/fulfill/to act in place of/substitute/sufficient/full
814	戏	18981	84.3480777786	xi4	trick/drama/play/show
815	担	18929	84.3697730063	dan1/dan4	to undertake/to carry/to shoulder/to take responsibility, a picul (133.33 lbs.)/burden/a load/responsibility
816	某	18889	84.3914223885	mou3	(used before measure word and noun) some/(a) certain/so and so
817	杨	18855	84.413032802	yang2	(surname)/poplar
818	射	18832	84.4346168544	she4	radio- (chem.)/shoot
819	魔	18829	84.4561974683	mo2	devil
820	遇	18816	84.4777631825	yu4	meet with
821	鱼	18773	84.4992796128	yu2	fish
822	陆	18727	84.5207433207	liu4/lu4	six (fraud-proof), (surname)/shore/land/continent
823	级	18716	84.5421944212	ji2	level/grade/rank/step
824	坏	18703	84.5636306219	huai4	bad/spoiled, bad
825	忘	18698	84.5850610919	wang4	to forget/to overlook/to neglect
826	乡	18687	84.6064789544	xiang1	country/village
827	鲜	18650	84.6278544098	xian1/xian3	fresh, few/rare
828	哭	18602	84.6491748507	ku1	to cry/to weep
829	费	18593	84.6704849763	fei4	to cost/to spend/fee/wasteful/expenses/(surname)
830	抓	18588	84.6917893712	zhua1	to grab/to catch/to arrest/to snatch
831	叶	18559	84.7130605282	ye4	(surname)/leaf/page
832	醒	18494	84.7342571862	xing3	to wake up/to be awake
833	族	18480	84.7554377984	zu2	race/nationality/ethnicity/clan
834	纳	18476	84.776613826	na4	to accept/to pay (tax etc.)
835	床	18465	84.797777246	chuang2	bed/couch/(a measure word)
836	咱	18414	84.8188822131	za2/zan2	we (incl.), we (incl.)
837	桌	18380	84.8399482116	zhuo1	table
838	境	18316	84.8609408572	jing4	border/place/condition/boundary/circumstances/territory
839	列	18309	84.8819254799	lie4	to arrange/to line up/row/file/series
840	午	18271	84.9028665494	wu3	11 a.m.-1 p.m./7th earthly branch/noon
841	振	18244	84.9237766732	zhen4	rouse
842	抱	18206	84.9446432438	bao4	to hold/to carry (in one's arms)/to hug or embrace/surround/cherish
843	专	18171	84.9654696996	zhuan1	for a particular person, occasion, purpose/focused on one thing/special/expert/particular (to sth)/concentrated/specialized, concentrated/specialized
844	毫	18151	84.9862732327	hao2	hair/drawing brush/(in the) least/one thousandth
845	店	18125	85.0070469662	dian4	inn/shop/store
846	街	18124	85.0278195535	jie1	street
847	怒	18123	85.0485909947	nu4	indignant
848	托	18008	85.0692306302	tuo1	to hold in one's hand/to entrust/to support in one's palm, entrust
849	剧	17904	85.0897510674	ju4	drama/play/show/severe
850	置	17849	85.1102084671	zhi4	to install/to place/to put
851	秋	17834	85.1306486747	qiu1	autumn/fall/harvest time/a swing, a swing
852	藏	17833	85.1510877362	cang2/zang4	to hide away/to conceal/to harbor/store/accumulate, storehouse/depository/Buddhist or Taoist scripture/Zang/Tibet
853	赵	17829	85.1715222131	zhao4	(surname)
854	划	17746	85.1918615607	hua2/hua4	to row, to delimit/to transfer/to assign/to differentiate/to mark off/to draw (a line)/to delete/stroke of a Chinese character
855	普	17698	85.2121458937	pu3	general/popular/everywhere/universal
856	岛	17692	85.2324233498	dao3	island
857	较	17618	85.2526159918	jiao4	clear/distinct/compare/comparatively
858	承	17575	85.27275935	cheng2	to bear/to carry/to hold/to continue/to undertake/to take charge/owing to/due to/to receive
859	脱	17559	85.2928843699	tuo1	to shed/to take off/to escape/to get away from
860	革	17553	85.313002513	ge2	leather/remove
861	忍	17453	85.3330060424	ren3	to beat/to endure/to tolerate
862	伸	17425	85.35297748	shen1	to stretch/to extend
863	份	17405	85.3729259949	fen4	(a measure word for gifts, copies of a newspaper)/copy (of newspaper, magazine, etc.)/share/portion/part/(a measure word)
864	免	17380	85.3928458563	mian3	to exempt/to remove/to avoid/to excuse
865	齐	17379	85.4127645715	qi2	(surname)/even/to make even
866	抗	17363	85.4326649486	kang4	to resist/to fight/to defy
867	猛	17330	85.4525275032	meng3	ferocious/suddenly/fierce/violent/abrupt
868	园	17326	85.4723854732	yuan2	garden
869	临	17288	85.49219989	lin2	to face/to overlook/to arrive/to be (just) about to/just before
870	犯	17287	85.5120131607	fan4	to violate/to offend
871	食	17279	85.5318172623	shi2/si4	animal feed/eat/food, to feed
872	架	17266	85.551606464	jia4	to support/frame/rack/framework/measure word for planes, large vehicles, radios, etc.
873	选	17224	85.5713475281	xuan3	to choose/to pick/to select/to elect
874	歌	17216	85.591079423	ge1/ge1ge	song
875	按	17173	85.6107620341	an4	to press (with the hand)/to push/to control/to restrain/to check/pressing down (brush movement in painting)/according to/in the light of
876	败	17161	85.6304308915	bai4	be defeated/to defeat/loss
877	良	17082	85.6500092041	liang2	good/very/very much
878	隐	17031	85.6695290636	yin3	secret/hidden/concealed
879	养	17029	85.689046631	yang3	give birth/keep (pets)/to support/to bring sb. up/to raise (pig, etc.)
880	属	17010	85.7085424217	shu3/zhu3	belong to/category/be subordinate to/genus (taxonomy)/be born in the year of (one of the 12 animals)/family members/dependants, join together/fix one's attention on/concentrate on
881	洛	17004	85.7280313356	luo4	(surname)/name of a river
882	朱	16994	85.7475087881	zhu1	(surname)/vermilion, vermilion
883	狂	16990	85.7669816561	kuang2	conceited/mad
884	修	16978	85.7864407704	xiu1	to decorate/to embellish/to repair/to build/to study/to write/to cultivate
885	坚	16973	85.805894154	jian1	strong/solid/firm/unyielding/resolute
886	压	16922	85.8252890847	ya1/ya4	to press/to push down/to keep under (control), in the first place/to crush
887	寻	16919	85.8446805769	xun2	to search/to look for/to seek
888	旅	16916	85.8640686308	lu:3/lv3	trip/travel
889	谋	16886	85.8834223005	mou2	to plan/seek/scheme
890	温	16852	85.9027370016	wen1	(luke)warm/to review
891	探	16849	85.9220482642	tan4	to explore/to search out/to scout/to visit
892	资	16786	85.9412873202	zi1	resources/capital/to provide/to supply/to support/money/expense
893	端	16776	85.9605149149	duan1	end/extremity/item/port/to hold sth. level with both hands/to carry/regular
894	投	16741	85.9797023947	tou2	to throw/to send
895	泪	16737	85.9988852901	lei4	tears
896	阴	16724	86.0180532856	yin1	(of weather) overcast/Yin/feminine/moon/cloudy/negative (electric.)/shady
897	换	16540	86.0370103919	huan4	change/exchange
898	药	16532	86.0559583291	yao4	medicine/drug/cure
899	麻	16408	86.0747641453	ma2	(to have) pins and needles/tingling/hemp/numb/to bother
900	施	16379	86.0935367236	shi1	(surname)/distribute (alms)/to do/to execute/to carry out
901	丈	16371	86.1123001328	zhang4	ten feet
902	冰	16360	86.1310509344	bing1	ice
903	雄	16360	86.1498017361	xiong2	heroic/male
904	著	16322	86.1685089845	zhu4/zhe	
905	绿	16281	86.1871692413	lu:4/lv4	green/chlorine
906	职	16250	86.2057939679	zhi2	office/duty
907	负	16192	86.2243522185	fu4	lose/negative (math. etc.)/to bear/to carry (on one's back)
908	短	16074	86.242775225	duan3	lack/short
909	模	16036	86.2611546783	mo2	imitate/model/norm/pattern
910	荣	16030	86.2795272547	rong2	glory/honored
911	遗	16002	86.2978677393	yi2	to lose/to leave behind
912	农	15967	86.3161681091	nong2	agriculture
913	叹	15958	86.3344581637	tan4	to sigh
914	川	15936	86.3527230032	chuan1	river/creek/plain/an area of level country
915	毒	15912	86.3709603355	du2	poison/narcotics
916	吴	15899	86.389182768	wu2	(surname)/province of Jiangsu
917	蒋	15866	86.4073673779	jiang3	(surname)
918	卖	15854	86.4255382343	mai4	to sell
919	范	15835	86.443687314	fan4	pattern/model/example/(surname)
920	禁	15724	86.4617091725	jin1/jin4	endure, to prohibit/to forbid
921	杂	15704	86.4797081082	za2	mixed/miscellaneous/various/to mix
922	富	15696	86.4976978749	fu4	rich
923	秀	15684	86.5156738879	xiu4	handsome/elegant
924	县	15682	86.5336476087	xian4	a district/county
925	祖	15673	86.5516110142	zu3	ancestor/forefather/grandparents
926	梅	15669	86.5695698352	mei2	plum flower
927	谷	15641	86.5874965643	gu3/yu4	grain/corn, valley, (surname)
928	凡	15635	86.6054164166	fan2	ordinary/every/all/whatever/worldly
929	刺	15614	86.6233122001	ci4	thorn/sting/prick/pierce/stab/thrust/assassinate/murder
930	登	15614	86.6412079835	deng1	scale/climb/ascend/mount/go up/register/note/to publish/to issue/to record
931	蓝	15605	86.6590934517	la/lan2	kohlrabi, blue
932	奶	15571	86.6769399512	nai3	breast/lady/milk
933	缓	15536	86.694746336	huan3	slow/sluggish/gradual/to postpone
934	姓	15476	86.7124839525	xing4	surname/family name/name
935	牛	15458	86.7302009386	niu2	ox/cow/bull
936	价	15456	86.7479156323	jia4/jie	price/value/valence (on an atom), great/good/middleman/servant
937	规	15453	86.7656268877	gui1	compass/rule
938	篇	15424	86.7833049051	pian1	sheet/piece of writing/(a measure word)/chapter/article
939	劳	15389	86.8009428077	lao2	toil
940	质	15370	86.8185589337	zhi4	hostage/substance/nature/quality
941	婆	15350	86.836152137	po2	grandmother/matron/mother-in-law
942	仙	15347	86.8537419018	xian1	immortal
943	馆	15301	86.8712789444	guan3	house/establishment
944	摆	15287	86.888799941	bai3	pendulum/to place/to display/to swing/to oscillate/to show/to move/to exhibit
945	舞	15243	86.9062705076	wu3	to dance/to wield/to brandish
946	层	15180	86.9236688676	ceng2	a measure word for layers/laminated/repeated/floor/story (of a building)/layer/(math.) sheaf
947	狗	15147	86.941029405	gou3	dog
948	占	15127	86.9583670197	zhan1/zhan4	to observe/to divine, to divine, to occupy/to constitute/to make up/to account
949	墙	15110	86.9756851501	qiang2	wall
950	善	15110	86.9930032805	shan4	good
951	熟	15076	87.0102824422	shu2	familiar/skilled/ripe/done/ripe/cooked
952	验	15051	87.0275329505	yan4	to examine/to test/to check
953	肉	14979	87.0447009369	rou4	meat/flesh
954	臣	14976	87.0618654849	chen2	statesman/vassal/courtier/minister/official
955	状	14948	87.0789979411	zhuang4	accusation/suit/state/condition/strong/great
956	呆	14920	87.0960983055	dai1	foolish/stupid/no expression/stay, stay/stupid
957	圣	14890	87.1131642857	sheng4	holy/sacred/saint/sage
958	懂	14862	87.1301981741	dong3	to understand/to know
959	袋	14843	87.1472102859	dai4	a pouch/bag/sack/pocket
960	唱	14802	87.164175406	chang4	sing/to call loudly/to chant
961	值	14775	87.1811095805	zhi2	value/(to be) worth/to happen
962	迷	14753	87.19801854	mi2	bewilder/crazy about/fan/enthusiast/lost/confused
963	替	14751	87.2149252072	ti4	to substitute for/to take the place of/to replace/for/on behalf of/to stand in for
964	归	14744	87.2318238514	gui1	to go back/to return
965	巨	14730	87.2487064497	ju4	very large/huge/tremendous/gigantic
966	讨	14729	87.2655879019	tao3	ask for/send punitive expedition/to demand/to marry
967	毕	14719	87.2824578927	bi4	the whole of/to finish/to complete/complete/full/finished
968	批	14707	87.2993141298	pi1	to ascertain/(measure word for batches, lots)/to act on/to criticize/to pass on
969	镇	14692	87.3161531749	zhen4	composed/small town/to suppress/to press down/to post
970	吸	14649	87.3329429361	xi1	to breathe/to suck in/to absorb/to inhale
971	森	14605	87.3496822673	sen1	forest
972	拍	14603	87.3664193062	pai1	to clap/to pat/to beat/to hit/to slap/to take (a picture)
973	灭	14592	87.3831437376	mie4	extinguish
974	握	14573	87.3998463924	wo4	shake hands/to hold/to grasp
975	伊	14508	87.4164745483	yi1	he/she/(surname)/Iraq (abbrev.)
976	杰	14497	87.4330900967	jie2	hero/heroic
977	勒	14480	87.4496861607	le4/lei1	rein in, strangle
978	卷	14426	87.4662203334	juan3/juan4	to roll (up)/to sweep up/to carry on, coil/to roll, chapter/examination paper
979	偷	14413	87.4827396063	tou1	to steal/to pilfer
980	奔	14399	87.4992428332	ben1/ben4	to hurry or rush/to run quickly/to elope, go to/towards
981	省	14397	87.5157437679	sheng3/xing3	frugal/save/to omit/to leave out/to save (money)/province, comprehend/introspect/visit
982	谓	14396	87.5322435565	wei4	speak of
983	危	14395	87.5487421989	wei1	danger/to endanger
984	付	14389	87.5652339644	fu4	pay
985	伦	14383	87.5817188532	lun2	human relationship
986	休	14372	87.5981911345	xiu1	to rest
987	厅	14355	87.6146439314	ting1	(reception) hall/office
